season,comp,round,round_alt,date,opponent,venue,min,min_alt,gf,ga,gd,scorer_first,scorer_last,assist_official,assist_1st,assist_2nd,note,id_scorer,id_assist_official,id_assist_1st,id_assist_2nd
2021-22,Bundesliga,MD18,18,2022-01-08,Frankfurt,Away,89,89,3,2,1,Mahmoud,Dahoud,,Haaland,Hazard,No Official Assist (Haaland pass blocked to Dahoud),dahoud,,haaland,hazard
2021-22,Bundesliga,MD19,19,2022-01-14,Freiburg,Home,14,14,1,0,1,Thomas,Meunier,Brandt,Brandt,,No Second Assist (Brandt corner),meunier,brandt,brandt,
2021-22,Bundesliga,MD19,19,2022-01-14,Freiburg,Home,29,29,2,0,2,Thomas,Meunier,Brandt,Brandt,,No Second Assist (Brandt corner),meunier,brandt,brandt,
2021-22,Bundesliga,MD19,19,2022-01-14,Freiburg,Home,45+1,45.1,3,0,3,Erling,Haaland,Bellingham,Bellingham,,No Second Assist (Bellingham won the ball),haaland,bellingham,bellingham,
2021-22,Bundesliga,MD19,19,2022-01-14,Freiburg,Home,75,75,4,1,3,Erling,Haaland,Dahoud,Dahoud,,No Second Assist (Dahoud won the ball),haaland,dahoud,dahoud,
2021-22,Bundesliga,MD19,19,2022-01-14,Freiburg,Home,86,86,5,1,4,Mahmoud,Dahoud,Schulz,Schulz,Malen,,dahoud,schulz,schulz,malen
2021-22,DFB-Pokal,R16,3,2022-01-18,St. Pauli,Away,58,58,1,2,-1,Erling,Haaland,,,,No Assists (Penalty),haaland,,,
2021-22,Bundesliga,MD20,20,2022-01-22,Hoffenheim,Away,6,6,1,0,1,Erling,Haaland,Malen,Malen,Bellingham,,haaland,malen,malen,bellingham
2021-22,Bundesliga,MD20,20,2022-01-22,Hoffenheim,Away,58,58,2,1,1,Marco,Reus,Malen,Malen,Haaland,,reus,malen,malen,haaland
2021-22,Bundesliga,MD20,20,2022-01-22,Hoffenheim,Away,67,67,3,1,2,Donyell,Malen,,Guerreiro,Dahoud,Own Goal Awarded to Malen,malen,,guerreiro,dahoud
2021-22,Bundesliga,MD21,21,2022-02-06,Leverkusen,Home,16,16,1,1,0,Julian,Brandt,,,,Own Goal Awarded to Brandt; No Assists (Direct Free Kick),brandt,,,
2021-22,Bundesliga,MD21,21,2022-02-06,Leverkusen,Home,90+1,90.1,2,5,-3,Steffen,Tigges,,Moukoko,Guerreiro,No Official Assist (Unclear why),tigges,,moukoko,guerreiro
2021-22,Bundesliga,MD22,22,2022-02-13,Union Berlin,Away,18,18,1,0,1,Marco,Reus,Dahoud,Dahoud,,No Second Assist (Dahoud picked up loose ball),reus,dahoud,dahoud,
2021-22,Bundesliga,MD22,22,2022-02-13,Union Berlin,Away,25,25,2,0,2,Marco,Reus,Malen,Malen,Zagadou,,reus,malen,malen,zagadou
2021-22,Bundesliga,MD22,22,2022-02-13,Union Berlin,Away,71,71,3,0,3,Raphaël,Guerreiro,,Malen,Bellingham,No Official Assist (Malen shot saved),guerreiro,,malen,bellingham
2021-22,Europa League,KPO-1,7,2022-02-17,Rangers,Home,51,51,1,3,-2,Jude,Bellingham,Guerreiro,Guerreiro,,No Second Assist (Guerreiro picked up loose ball),bellingham,guerreiro,guerreiro,
2021-22,Europa League,KPO-1,7,2022-02-17,Rangers,Home,82,82,2,4,-2,Raphaël,Guerreiro,Bellingham,Bellingham,,No Second Assist (Bellingham picked up loose ball),guerreiro,bellingham,bellingham,
2021-22,Bundesliga,MD23,23,2022-02-20,Gladbach,Home,26,26,1,0,1,Marco,Reus,,Malen,Guerreiro,No Official Assist (Malen shot saved),reus,,malen,guerreiro
2021-22,Bundesliga,MD23,23,2022-02-20,Gladbach,Home,32,32,2,0,2,Donyell,Malen,Reus,Reus,Brandt,,malen,reus,reus,brandt
2021-22,Bundesliga,MD23,23,2022-02-20,Gladbach,Home,70,70,3,0,3,Marius,Wolf,Reus,Reus,,No Second Assist (Reus won loose ball),wolf,reus,reus,
2021-22,Bundesliga,MD23,23,2022-02-20,Gladbach,Home,74,74,4,0,4,Youssoufa,Moukoko,Reus,Reus,Wolf,,moukoko,reus,reus,wolf
2021-22,Bundesliga,MD23,23,2022-02-20,Gladbach,Home,81,81,5,0,5,Marco,Reus,Hummels,Hummels,Kobel,,reus,hummels,hummels,kobel
2021-22,Bundesliga,MD23,23,2022-02-20,Gladbach,Home,90+1,90.1,6,0,6,Emre,Can,,,,No Assists (Penalty),can,,,
2021-22,Europa League,KPO-2,8,2022-02-24,Rangers,Away,31,31,1,1,0,Jude,Bellingham,,Malen,Meunier,No Official Assist (Malen pass hit a defender); Combination (Meunier-Bellingham-Malen-Bellingham),bellingham,,malen,meunier
2021-22,Europa League,KPO-2,8,2022-02-24,Rangers,Away,42,42,2,1,1,Donyell,Malen,Bellingham,Bellingham,Brandt,,malen,bellingham,bellingham,brandt
2021-22,Bundesliga,MD24,24,2022-02-27,Augsburg,Away,35,35,1,0,1,Thorgan,Hazard,Dahoud,Dahoud,Brandt,,hazard,dahoud,dahoud,brandt
2021-22,Bundesliga,MD26,26,2022-03-13,Arminia Bielefeld,Home,21,21,1,0,1,Marius,Wolf,Hazard,Hazard,Bellingham,,wolf,hazard,hazard,bellingham
2021-22,Bundesliga,MD25,25,2022-03-16,Mainz 05,Away,87,87,1,0,1,Axel,Witsel,Reyna,Reyna,,,witsel,reyna,reyna,
2021-22,Bundesliga,MD27,27,2022-03-20,Köln,Away,8,8,1,0,1,Marius,Wolf,Bellingham,Bellingham,Guerreiro,,wolf,bellingham,bellingham,guerreiro
2021-22,Bundesliga,MD28,28,2022-04-02,RB Leipzig,Home,84,84,1,3,-2,Donyell,Malen,Can,Can,Bellingham,Combination (Malen-Can-Malen),malen,can,can,bellingham
2021-22,Bundesliga,MD29,29,2022-04-08,Stuttgart,Away,12,12,1,0,1,Julian,Brandt,Haaland,Haaland,Bellingham,,brandt,haaland,haaland,bellingham
2021-22,Bundesliga,MD29,29,2022-04-08,Stuttgart,Away,71,71,2,0,2,Julian,Brandt,Reus,Reus,Witsel,Combination (Brandt-Reus-Brandt),brandt,reus,reus,witsel
2021-22,Bundesliga,MD30,30,2022-04-16,Wolfsburg,Home,24,24,1,0,1,Tom,Rothe,Brandt,Brandt,, ,rothe,brandt,brandt,
2021-22,Bundesliga,MD30,30,2022-04-16,Wolfsburg,Home,26,26,2,0,2,Axel,Witsel,Haaland,Haaland,,No Second assist (Witsel won ball); Combination (Witsel-Haaland-Witsel),witsel,haaland,haaland,
2021-22,Bundesliga,MD30,30,2022-04-16,Wolfsburg,Home,28,28,3,0,3,Manuel,Akanji,Reus,Reus,,No Second Assist (Reus free kick),akanji,reus,reus,
2021-22,Bundesliga,MD30,30,2022-04-16,Wolfsburg,Home,35,35,4,0,4,Emre,Can,Wolf,Wolf,Haaland,,can,wolf,wolf,haaland
2021-22,Bundesliga,MD30,30,2022-04-16,Wolfsburg,Home,38,38,5,0,5,Erling,Haaland,Reus,Reus,Brandt,,haaland,reus,reus,brandt
2021-22,Bundesliga,MD30,30,2022-04-16,Wolfsburg,Home,54,54,6,0,6,Erling,Haaland,Brandt,Brandt,Reus,,haaland,brandt,brandt,reus
2021-22,Bundesliga,MD31,31,2022-04-23,Bayern Munich,Away,52,52,1,2,-1,Emre,Can,,,,No Assists (Penalty),can,,,
2021-22,Bundesliga,MD32,32,2022-04-30,VfL Bochum,Home,18,18,1,2,-1,Erling,Haaland,,,,No Assists (Penalty),haaland,,,
2021-22,Bundesliga,MD32,32,2022-04-30,VfL Bochum,Home,30,30,2,2,0,Erling,Haaland,,,,No Assists (Penalty),haaland,,,
2021-22,Bundesliga,MD32,32,2022-04-30,VfL Bochum,Home,62,62,3,2,1,Erling,Haaland,Reus,Reus,Bynoe-Gittens,,haaland,reus,reus,bynoe-gittens
2021-22,Bundesliga,MD33,33,2022-05-07,Greuther Fürth,Away,26,26,1,0,1,Julian,Brandt,,Guerreiro,Haaland,No Official Assist (Guerreiro shot rebounded),brandt,,guerreiro,haaland
2021-22,Bundesliga,MD33,33,2022-05-07,Greuther Fürth,Away,72,72,2,1,1,Julian,Brandt,Schulz,Schulz,Bellingham,,brandt,schulz,schulz,bellingham
2021-22,Bundesliga,MD33,33,2022-05-07,Greuther Fürth,Away,77,77,3,1,2,Felix,Passlack,Reus,Reus,Brandt,,passlack,reus,reus,brandt
2021-22,Bundesliga,MD34,34,2022-05-14,Hertha Berlin,Home,68,68,1,1,0,Erling,Haaland,,,,No Assists (Penalty),haaland,,,
2021-22,Bundesliga,MD34,34,2022-05-14,Hertha Berlin,Home,84,84,2,1,1,Youssoufa,Moukoko,Bellingham,Bellingham,Guerreiro,,moukoko,bellingham,bellingham,guerreiro
